code_pme;source;source_2;code_insee_commune;axe;pr_debut;abscisse_debut;pr_fin;abscisse_fin;sens_gestionnaire;sens_cardinal;sens_migratoire;sens_giratoire;longueur;nb_voies;x_deb;y_deb;x_fin;y_fin;code_traficolor
MUM76.h1;DIRNO;237676517;A28;76PR91D;800;76PR94D;840;1;NORD_SUD;Y;;3035;0;569981.6;6938140.0;568217.6;6935783.5;RO76
MYK69.K1;DIRCE;826969290;N346;69PR40D;511;69PR40D;920;1;NORD_SUD;Y;;0;0;853143.25;6514429.5;853143.25;6514429.5;LY69
MYL42.U2;DIRCE;824242218;A72;42PR2G;850;42PR3G;300;1;OUEST_EST;Y;;0;0;811116.94;6484325.5;810359.0;6484970.0;ST42
MY269.D1;DIRCE;826969256;A42;69PR2D;901;69PR3D;669;1;OUEST_EST;W;;777;0;848835.0;6523230.0;849757.0;6523618.0;LY69
MY269.C4;DIRCE;826969256;A42;69PR2G;401;69PR2G;979;1;EST_OUEST;Y;;588;0;848830.1;6523246.5;848830.1;6523246.5;LY69
MM713.O1;DIRMED;931313071;A7;13PR267D;861;13PR268D;361;1;NORD_SUD;Y;;517;0;886681.44;6258795.0;887683.1;6258877.0;MA13
MB333.O1;DIRA;723333039;A631;33PR0D;781;;0;1;SUD_NORD;W;;1496;0;420617.1;6417596.0;;;BX33
MWO56.J1;DIRO;535656251;N0165;39;0;;;1;;;;0;2;;;;;
